DrugbankID	UniprotID	HGNC_ID	HGNC_Name	CID	CHEMBL	Entrez_ID	Entrez_Gene		
DB01559	P18507	HGNC:4087	GABRG2	CID000002811	CHEMBL1697737	2566	GABRG2
DB01567	P18507	HGNC:4087	GABRG2	CID000003369	CHEMBL13291	2566	GABRG2
DB01588	P18507	HGNC:4087	GABRG2	CID000004890	CHEMBL969	2566	GABRG2
DB01588	P18507	HGNC:4087	GABRG2	CID000004890	CHEMBL969	2566	GABRG2
DB01589	P18507	HGNC:4087	GABRG2	CID000004999	CHEMBL1200472	2566	GABRG2
DB01589	P18507	HGNC:4087	GABRG2	CID000004999	CHEMBL1200472	2566	GABRG2
DB01594	P18507	HGNC:4087	GABRG2	CID003033621	CHEMBL2104926	2566	GABRG2
DB01595	P18507	HGNC:4087	GABRG2	CID000004506	CHEMBL13209	2566	GABRG2
DB00186	Q99928	HGNC:4088	GABRG3	CID000003958	CHEMBL580	2567	GABRG3
DB00189	Q99928	HGNC:4088	GABRG3	CID005281077	CHEMBL591	2567	GABRG3
DB00228	Q99928	HGNC:4088	GABRG3	CID000003226	CHEMBL1257	2567	GABRG3
DB00231	Q99928	HGNC:4088	GABRG3	CID000005391	CHEMBL967	2567	GABRG3
DB00231	Q99928	HGNC:4088	GABRG3	CID000005391	CHEMBL967	2567	GABRG3
DB00237	Q99928	HGNC:4088	GABRG3	CID000002479	CHEMBL1200982|CHEMBL449	2567	GABRG3
DB00241	Q99928	HGNC:4088	GABRG3	CID000002481	CHEMBL454	2567	GABRG3
DB00273	Q99928	HGNC:4088	GABRG3	CID005284627	CHEMBL220492	2567	GABRG3
DB00292	Q99928	HGNC:4088	GABRG3	CID000036339		2567	GABRG3
DB00306	Q99928	HGNC:4088	GABRG3	CID000606974		2567	GABRG3
DB00312	Q99928	HGNC:4088	GABRG3	CID000004737	CHEMBL448|CHEMBL971	2567	GABRG3
DB00334	Q99928	HGNC:4088	GABRG3	CID000004585	CHEMBL1671891|CHEMBL715	2567	GABRG3
DB00349	Q99928	HGNC:4088	GABRG3	CID000002789	CHEMBL70418	2567	GABRG3
DB00371	Q99928	HGNC:4088	GABRG3	CID000004064	CHEMBL979	2567	GABRG3
DB00402	Q99928	HGNC:4088	GABRG3	CID000969472	CHEMBL1522	2567	GABRG3
DB00404	Q99928	HGNC:4088	GABRG3	CID000002118	CHEMBL661	2567	GABRG3
DB00475	Q99928	HGNC:4088	GABRG3	CID000002712	CHEMBL1200703|CHEMBL451	2567	GABRG3
DB00543	Q99928	HGNC:4088	GABRG3	CID000002170	CHEMBL1113	2567	GABRG3
DB00546	Q99928	HGNC:4088	GABRG3	CID000037632	CHEMBL2106672|CHEMBL328250	2567	GABRG3
DB00628	Q99928	HGNC:4088	GABRG3	CID000002809	CHEMBL1213252|CHEMBL2096631|CHEMBL2106085	2567	GABRG3
DB00659	Q99928	HGNC:4088	GABRG3	CID000071158	CHEMBL1200583|CHEMBL1201293|CHEMBL2068724	2567	GABRG3
DB00683	Q99928	HGNC:4088	GABRG3	CID000004192	CHEMBL1200420|CHEMBL2106922|CHEMBL655	2567	GABRG3
DB00690	Q99928	HGNC:4088	GABRG3	CID000003393	CHEMBL1200602|CHEMBL968	2567	GABRG3
DB00753	Q99928	HGNC:4088	GABRG3	CID000003763	CHEMBL1256	2567	GABRG3
DB00794	Q99928	HGNC:4088	GABRG3	CID000004909	CHEMBL856	2567	GABRG3
DB00801	Q99928	HGNC:4088	GABRG3	CID000031640	CHEMBL970	2567	GABRG3
DB00801	Q99928	HGNC:4088	GABRG3	CID000031640	CHEMBL970	2567	GABRG3
DB00818	Q99928	HGNC:4088	GABRG3	CID000004943	CHEMBL526	2567	GABRG3
DB00829	Q99928	HGNC:4088	GABRG3	CID000003016	CHEMBL12|CHEMBL543191	2567	GABRG3
DB00829	Q99928	HGNC:4088	GABRG3	CID000003016	CHEMBL12|CHEMBL543191	2567	GABRG3
DB00842	Q99928	HGNC:4088	GABRG3	CID000004616	CHEMBL568	2567	GABRG3
DB00842	Q99928	HGNC:4088	GABRG3	CID000004616	CHEMBL568	2567	GABRG3
DB00897	Q99928	HGNC:4088	GABRG3	CID000005556	CHEMBL646	2567	GABRG3
DB00897	Q99928	HGNC:4088	GABRG3	CID000005556	CHEMBL646	2567	GABRG3
DB01028	Q99928	HGNC:4088	GABRG3	CID000004116	CHEMBL1341	2567	GABRG3
DB01049	Q99928	HGNC:4088	GABRG3	CID000592735		2567	GABRG3
DB01068	Q99928	HGNC:4088	GABRG3	CID000002802	CHEMBL452	2567	GABRG3
DB01107	Q99928	HGNC:4088	GABRG3	CID000004162	CHEMBL1200790	2567	GABRG3
DB01159	Q99928	HGNC:4088	GABRG3	CID000003562	CHEMBL931	2567	GABRG3
DB01189	Q99928	HGNC:4088	GABRG3	CID000042113	CHEMBL1200733	2567	GABRG3
DB01205	Q99928	HGNC:4088	GABRG3	CID000003373	CHEMBL407	2567	GABRG3
DB01215	Q99928	HGNC:4088	GABRG3	CID000003261	CHEMBL285674	2567	GABRG3
DB01215	Q99928	HGNC:4088	GABRG3	CID000003261	CHEMBL285674	2567	GABRG3
DB01236	Q99928	HGNC:4088	GABRG3	CID000005206	CHEMBL1200694	2567	GABRG3
DB01437	Q99928	HGNC:4088	GABRG3	CID000003487	CHEMBL1102	2567	GABRG3
DB01558	Q99928	HGNC:4088	GABRG3	CID000002441	CHEMBL277062	2567	GABRG3
DB01559	Q99928	HGNC:4088	GABRG3	CID000002811	CHEMBL1697737	2567	GABRG3
DB01567	Q99928	HGNC:4088	GABRG3	CID000003369	CHEMBL13291	2567	GABRG3
DB01588	Q99928	HGNC:4088	GABRG3	CID000004890	CHEMBL969	2567	GABRG3
DB01588	Q99928	HGNC:4088	GABRG3	CID000004890	CHEMBL969	2567	GABRG3
DB01589	Q99928	HGNC:4088	GABRG3	CID000004999	CHEMBL1200472	2567	GABRG3
DB01589	Q99928	HGNC:4088	GABRG3	CID000004999	CHEMBL1200472	2567	GABRG3
DB01594	Q99928	HGNC:4088	GABRG3	CID003033621	CHEMBL2104926	2567	GABRG3
DB01595	Q99928	HGNC:4088	GABRG3	CID000004506	CHEMBL13209	2567	GABRG3
DB00186	O00591	HGNC:4089	GABRP	CID000003958	CHEMBL580	2568	GABRP
DB00189	O00591	HGNC:4089	GABRP	CID005281077	CHEMBL591	2568	GABRP
DB00228	O00591	HGNC:4089	GABRP	CID000003226	CHEMBL1257	2568	GABRP
DB00231	O00591	HGNC:4089	GABRP	CID000005391	CHEMBL967	2568	GABRP
DB00231	O00591	HGNC:4089	GABRP	CID000005391	CHEMBL967	2568	GABRP
DB00237	O00591	HGNC:4089	GABRP	CID000002479	CHEMBL1200982|CHEMBL449	2568	GABRP
DB00241	O00591	HGNC:4089	GABRP	CID000002481	CHEMBL454	2568	GABRP
DB00273	O00591	HGNC:4089	GABRP	CID005284627	CHEMBL220492	2568	GABRP
DB00292	O00591	HGNC:4089	GABRP	CID000036339		2568	GABRP
DB00306	O00591	HGNC:4089	GABRP	CID000606974		2568	GABRP
DB00312	O00591	HGNC:4089	GABRP	CID000004737	CHEMBL448|CHEMBL971	2568	GABRP
DB00334	O00591	HGNC:4089	GABRP	CID000004585	CHEMBL1671891|CHEMBL715	2568	GABRP
DB00349	O00591	HGNC:4089	GABRP	CID000002789	CHEMBL70418	2568	GABRP
DB00371	O00591	HGNC:4089	GABRP	CID000004064	CHEMBL979	2568	GABRP
DB00402	O00591	HGNC:4089	GABRP	CID000969472	CHEMBL1522	2568	GABRP
DB00404	O00591	HGNC:4089	GABRP	CID000002118	CHEMBL661	2568	GABRP
DB00475	O00591	HGNC:4089	GABRP	CID000002712	CHEMBL1200703|CHEMBL451	2568	GABRP
DB00543	O00591	HGNC:4089	GABRP	CID000002170	CHEMBL1113	2568	GABRP
DB00546	O00591	HGNC:4089	GABRP	CID000037632	CHEMBL2106672|CHEMBL328250	2568	GABRP
DB00628	O00591	HGNC:4089	GABRP	CID000002809	CHEMBL1213252|CHEMBL2096631|CHEMBL2106085	2568	GABRP
DB00659	O00591	HGNC:4089	GABRP	CID000071158	CHEMBL1200583|CHEMBL1201293|CHEMBL2068724	2568	GABRP
DB00683	O00591	HGNC:4089	GABRP	CID000004192	CHEMBL1200420|CHEMBL2106922|CHEMBL655	2568	GABRP
DB00690	O00591	HGNC:4089	GABRP	CID000003393	CHEMBL1200602|CHEMBL968	2568	GABRP
DB00753	O00591	HGNC:4089	GABRP	CID000003763	CHEMBL1256	2568	GABRP
DB00794	O00591	HGNC:4089	GABRP	CID000004909	CHEMBL856	2568	GABRP
DB00801	O00591	HGNC:4089	GABRP	CID000031640	CHEMBL970	2568	GABRP
DB00801	O00591	HGNC:4089	GABRP	CID000031640	CHEMBL970	2568	GABRP
DB00818	O00591	HGNC:4089	GABRP	CID000004943	CHEMBL526	2568	GABRP
DB00829	O00591	HGNC:4089	GABRP	CID000003016	CHEMBL12|CHEMBL543191	2568	GABRP
DB00829	O00591	HGNC:4089	GABRP	CID000003016	CHEMBL12|CHEMBL543191	2568	GABRP
DB00842	O00591	HGNC:4089	GABRP	CID000004616	CHEMBL568	2568	GABRP
DB00842	O00591	HGNC:4089	GABRP	CID000004616	CHEMBL568	2568	GABRP
DB00897	O00591	HGNC:4089	GABRP	CID000005556	CHEMBL646	2568	GABRP
DB00897	O00591	HGNC:4089	GABRP	CID000005556	CHEMBL646	2568	GABRP
DB01028	O00591	HGNC:4089	GABRP	CID000004116	CHEMBL1341	2568	GABRP
DB01049	O00591	HGNC:4089	GABRP	CID000592735		2568	GABRP
DB01068	O00591	HGNC:4089	GABRP	CID000002802	CHEMBL452	2568	GABRP
DB01107	O00591	HGNC:4089	GABRP	CID000004162	CHEMBL1200790	2568	GABRP
DB01159	O00591	HGNC:4089	GABRP	CID000003562	CHEMBL931	2568	GABRP
DB01189	O00591	HGNC:4089	GABRP	CID000042113	CHEMBL1200733	2568	GABRP
DB01205	O00591	HGNC:4089	GABRP	CID000003373	CHEMBL407	2568	GABRP
DB01215	O00591	HGNC:4089	GABRP	CID000003261	CHEMBL285674	2568	GABRP
DB01215	O00591	HGNC:4089	GABRP	CID000003261	CHEMBL285674	2568	GABRP
DB01236	O00591	HGNC:4089	GABRP	CID000005206	CHEMBL1200694	2568	GABRP
DB01437	O00591	HGNC:4089	GABRP	CID000003487	CHEMBL1102	2568	GABRP
DB01558	O00591	HGNC:4089	GABRP	CID000002441	CHEMBL277062	2568	GABRP
DB01559	O00591	HGNC:4089	GABRP	CID000002811	CHEMBL1697737	2568	GABRP
DB01567	O00591	HGNC:4089	GABRP	CID000003369	CHEMBL13291	2568	GABRP
DB01588	O00591	HGNC:4089	GABRP	CID000004890	CHEMBL969	2568	GABRP
DB01588	O00591	HGNC:4089	GABRP	CID000004890	CHEMBL969	2568	GABRP
DB01589	O00591	HGNC:4089	GABRP	CID000004999	CHEMBL1200472	2568	GABRP
DB01589	O00591	HGNC:4089	GABRP	CID000004999	CHEMBL1200472	2568	GABRP
DB01594	O00591	HGNC:4089	GABRP	CID003033621	CHEMBL2104926	2568	GABRP
DB01595	O00591	HGNC:4089	GABRP	CID000004506	CHEMBL13209	2568	GABRP
DB00186	Q9UN88	HGNC:14454	GABRQ	CID000003958	CHEMBL580	55879	GABRQ
DB00189	Q9UN88	HGNC:14454	GABRQ	CID005281077	CHEMBL591	55879	GABRQ
DB00228	Q9UN88	HGNC:14454	GABRQ	CID000003226	CHEMBL1257	55879	GABRQ
DB00231	Q9UN88	HGNC:14454	GABRQ	CID000005391	CHEMBL967	55879	GABRQ
DB00231	Q9UN88	HGNC:14454	GABRQ	CID000005391	CHEMBL967	55879	GABRQ
DB00237	Q9UN88	HGNC:14454	GABRQ	CID000002479	CHEMBL1200982|CHEMBL449	55879	GABRQ
DB00241	Q9UN88	HGNC:14454	GABRQ	CID000002481	CHEMBL454	55879	GABRQ
DB00273	Q9UN88	HGNC:14454	GABRQ	CID005284627	CHEMBL220492	55879	GABRQ
DB00292	Q9UN88	HGNC:14454	GABRQ	CID000036339		55879	GABRQ
DB00306	Q9UN88	HGNC:14454	GABRQ	CID000606974		55879	GABRQ
DB00312	Q9UN88	HGNC:14454	GABRQ	CID000004737	CHEMBL448|CHEMBL971	55879	GABRQ
DB00334	Q9UN88	HGNC:14454	GABRQ	CID000004585	CHEMBL1671891|CHEMBL715	55879	GABRQ
DB00349	Q9UN88	HGNC:14454	GABRQ	CID000002789	CHEMBL70418	55879	GABRQ
DB00371	Q9UN88	HGNC:14454	GABRQ	CID000004064	CHEMBL979	55879	GABRQ
DB00402	Q9UN88	HGNC:14454	GABRQ	CID000969472	CHEMBL1522	55879	GABRQ
DB00404	Q9UN88	HGNC:14454	GABRQ	CID000002118	CHEMBL661	55879	GABRQ
DB00475	Q9UN88	HGNC:14454	GABRQ	CID000002712	CHEMBL1200703|CHEMBL451	55879	GABRQ
DB00543	Q9UN88	HGNC:14454	GABRQ	CID000002170	CHEMBL1113	55879	GABRQ
DB00628	Q9UN88	HGNC:14454	GABRQ	CID000002809	CHEMBL1213252|CHEMBL2096631|CHEMBL2106085	55879	GABRQ
DB00659	Q9UN88	HGNC:14454	GABRQ	CID000071158	CHEMBL1200583|CHEMBL1201293|CHEMBL2068724	55879	GABRQ
DB00683	Q9UN88	HGNC:14454	GABRQ	CID000004192	CHEMBL1200420|CHEMBL2106922|CHEMBL655	55879	GABRQ
DB00690	Q9UN88	HGNC:14454	GABRQ	CID000003393	CHEMBL1200602|CHEMBL968	55879	GABRQ
DB00753	Q9UN88	HGNC:14454	GABRQ	CID000003763	CHEMBL1256	55879	GABRQ
DB00794	Q9UN88	HGNC:14454	GABRQ	CID000004909	CHEMBL856	55879	GABRQ
DB00801	Q9UN88	HGNC:14454	GABRQ	CID000031640	CHEMBL970	55879	GABRQ
DB00818	Q9UN88	HGNC:14454	GABRQ	CID000004943	CHEMBL526	55879	GABRQ
DB00829	Q9UN88	HGNC:14454	GABRQ	CID000003016	CHEMBL12|CHEMBL543191	55879	GABRQ
DB00829	Q9UN88	HGNC:14454	GABRQ	CID000003016	CHEMBL12|CHEMBL543191	55879	GABRQ
DB00842	Q9UN88	HGNC:14454	GABRQ	CID000004616	CHEMBL568	55879	GABRQ
DB00842	Q9UN88	HGNC:14454	GABRQ	CID000004616	CHEMBL568	55879	GABRQ
DB00897	Q9UN88	HGNC:14454	GABRQ	CID000005556	CHEMBL646	55879	GABRQ
DB00897	Q9UN88	HGNC:14454	GABRQ	CID000005556	CHEMBL646	55879	GABRQ
DB01028	Q9UN88	HGNC:14454	GABRQ	CID000004116	CHEMBL1341	55879	GABRQ
DB01049	Q9UN88	HGNC:14454	GABRQ	CID000592735		55879	GABRQ
DB01068	Q9UN88	HGNC:14454	GABRQ	CID000002802	CHEMBL452	55879	GABRQ
DB01107	Q9UN88	HGNC:14454	GABRQ	CID000004162	CHEMBL1200790	55879	GABRQ
DB01159	Q9UN88	HGNC:14454	GABRQ	CID000003562	CHEMBL931	55879	GABRQ
DB01189	Q9UN88	HGNC:14454	GABRQ	CID000042113	CHEMBL1200733	55879	GABRQ
DB01205	Q9UN88	HGNC:14454	GABRQ	CID000003373	CHEMBL407	55879	GABRQ
DB01215	Q9UN88	HGNC:14454	GABRQ	CID000003261	CHEMBL285674	55879	GABRQ
DB01236	Q9UN88	HGNC:14454	GABRQ	CID000005206	CHEMBL1200694	55879	GABRQ
DB01437	Q9UN88	HGNC:14454	GABRQ	CID000003487	CHEMBL1102	55879	GABRQ
DB01558	Q9UN88	HGNC:14454	GABRQ	CID000002441	CHEMBL277062	55879	GABRQ
DB01588	Q9UN88	HGNC:14454	GABRQ	CID000004890	CHEMBL969	55879	GABRQ
DB01589	Q9UN88	HGNC:14454	GABRQ	CID000004999	CHEMBL1200472	55879	GABRQ
DB01595	Q9UN88	HGNC:14454	GABRQ	CID000004506	CHEMBL13209	55879	GABRQ
DB00231	P24046	HGNC:4090	GABRR1	CID000005391	CHEMBL967	2569	GABRR1
DB00546	P24046	HGNC:4090	GABRR1	CID000037632	CHEMBL2106672|CHEMBL328250	2569	GABRR1
DB00683	P24046	HGNC:4090	GABRR1	CID000004192	CHEMBL1200420|CHEMBL2106922|CHEMBL655	2569	GABRR1
DB00690	P24046	HGNC:4090	GABRR1	CID000003393	CHEMBL1200602|CHEMBL968	2569	GABRR1
DB00801	P24046	HGNC:4090	GABRR1	CID000031640	CHEMBL970	2569	GABRR1
DB00829	P24046	HGNC:4090	GABRR1	CID000003016	CHEMBL12|CHEMBL543191	2569	GABRR1
DB00842	P24046	HGNC:4090	GABRR1	CID000004616	CHEMBL568	2569	GABRR1
DB00897	P24046	HGNC:4090	GABRR1	CID000005556	CHEMBL646	2569	GABRR1
DB01215	P24046	HGNC:4090	GABRR1	CID000003261	CHEMBL285674	2569	GABRR1
DB01558	P24046	HGNC:4090	GABRR1	CID000002441	CHEMBL277062	2569	GABRR1
DB01559	P24046	HGNC:4090	GABRR1	CID000002811	CHEMBL1697737	2569	GABRR1
DB01567	P24046	HGNC:4090	GABRR1	CID000003369	CHEMBL13291	2569	GABRR1
DB01588	P24046	HGNC:4090	GABRR1	CID000004890	CHEMBL969	2569	GABRR1
DB01589	P24046	HGNC:4090	GABRR1	CID000004999	CHEMBL1200472	2569	GABRR1
DB01594	P24046	HGNC:4090	GABRR1	CID003033621	CHEMBL2104926	2569	GABRR1
DB01595	P24046	HGNC:4090	GABRR1	CID000004506	CHEMBL13209	2569	GABRR1
DB00231	P28476	HGNC:4091	GABRR2	CID000005391	CHEMBL967	2570	GABRR2
DB00546	P28476	HGNC:4091	GABRR2	CID000037632	CHEMBL2106672|CHEMBL328250	2570	GABRR2
DB00683	P28476	HGNC:4091	GABRR2	CID000004192	CHEMBL1200420|CHEMBL2106922|CHEMBL655	2570	GABRR2
DB00690	P28476	HGNC:4091	GABRR2	CID000003393	CHEMBL1200602|CHEMBL968	2570	GABRR2
DB00801	P28476	HGNC:4091	GABRR2	CID000031640	CHEMBL970	2570	GABRR2
DB00829	P28476	HGNC:4091	GABRR2	CID000003016	CHEMBL12|CHEMBL543191	2570	GABRR2
DB00842	P28476	HGNC:4091	GABRR2	CID000004616	CHEMBL568	2570	GABRR2
DB00897	P28476	HGNC:4091	GABRR2	CID000005556	CHEMBL646	2570	GABRR2
DB01215	P28476	HGNC:4091	GABRR2	CID000003261	CHEMBL285674	2570	GABRR2
DB01558	P28476	HGNC:4091	GABRR2	CID000002441	CHEMBL277062	2570	GABRR2
DB01559	P28476	HGNC:4091	GABRR2	CID000002811	CHEMBL1697737	2570	GABRR2
DB01567	P28476	HGNC:4091	GABRR2	CID000003369	CHEMBL13291	2570	GABRR2
DB01588	P28476	HGNC:4091	GABRR2	CID000004890	CHEMBL969	2570	GABRR2
DB01589	P28476	HGNC:4091	GABRR2	CID000004999	CHEMBL1200472	2570	GABRR2
DB01594	P28476	HGNC:4091	GABRR2	CID003033621	CHEMBL2104926	2570	GABRR2
DB01595	P28476	HGNC:4091	GABRR2	CID000004506	CHEMBL13209	2570	GABRR2
DB00231	A8MPY1	HGNC:17969	GABRR3	CID000005391	CHEMBL967	200959	GABRR3
DB00546	A8MPY1	HGNC:17969	GABRR3	CID000037632	CHEMBL2106672|CHEMBL328250	200959	GABRR3
DB00683	A8MPY1	HGNC:17969	GABRR3	CID000004192	CHEMBL1200420|CHEMBL2106922|CHEMBL655	200959	GABRR3
DB00690	A8MPY1	HGNC:17969	GABRR3	CID000003393	CHEMBL1200602|CHEMBL968	200959	GABRR3
DB00801	A8MPY1	HGNC:17969	GABRR3	CID000031640	CHEMBL970	200959	GABRR3
DB00829	A8MPY1	HGNC:17969	GABRR3	CID000003016	CHEMBL12|CHEMBL543191	200959	GABRR3
DB00842	A8MPY1	HGNC:17969	GABRR3	CID000004616	CHEMBL568	200959	GABRR3
DB00897	A8MPY1	HGNC:17969	GABRR3	CID000005556	CHEMBL646	200959	GABRR3
DB01215	A8MPY1	HGNC:17969	GABRR3	CID000003261	CHEMBL285674	200959	GABRR3
DB01558	A8MPY1	HGNC:17969	GABRR3	CID000002441	CHEMBL277062	200959	GABRR3
DB01559	A8MPY1	HGNC:17969	GABRR3	CID000002811	CHEMBL1697737	200959	GABRR3
DB01567	A8MPY1	HGNC:17969	GABRR3	CID000003369	CHEMBL13291	200959	GABRR3
DB01588	A8MPY1	HGNC:17969	GABRR3	CID000004890	CHEMBL969	200959	GABRR3
DB01589	A8MPY1	HGNC:17969	GABRR3	CID000004999	CHEMBL1200472	200959	GABRR3
DB01594	A8MPY1	HGNC:17969	GABRR3	CID003033621	CHEMBL2104926	200959	GABRR3
DB01595	A8MPY1	HGNC:17969	GABRR3	CID000004506	CHEMBL13209	200959	GABRR3
DB00148	Q14353	HGNC:4136	GAMT	CID000000586	CHEMBL283800	2593	GAMT
DB00536	Q14353	HGNC:4136	GAMT	CID000003520	CHEMBL821	2593	GAMT
DB00491	Q14697	HGNC:4138	GANAB	CID000441314	CHEMBL1561	23193	GANAB
DB00491	Q8TET4	HGNC:4139	GANC	CID000441314	CHEMBL1561	2595	GANC
DB00145	P41250	HGNC:4162	GARS	CID000000750	CHEMBL773	2617	GARS
DB00642	P22102	HGNC:4163	GART	CID000060843	CHEMBL1200373|CHEMBL1201258	2618	GART
DB00130	O75879	HGNC:8849	GATB	CID000005961	CHEMBL930	5188	GATB
DB00129	P50440	HGNC:4175	GATM	CID000006262	CHEMBL446143	2628	GATM
DB00145	P50440	HGNC:4175	GATM	CID000000750	CHEMBL773	2628	GATM
DB06720	P04062	HGNC:4177	GBA			2629	GBA
DB00169	P02774	HGNC:4187	GC	CID005283711	CHEMBL1236645	2638	GC
DB01436	P02774	HGNC:4187	GC	CID005282181	CHEMBL1601669	2638	GC
DB00145	O75600	HGNC:4188	GCAT	CID000000750	CHEMBL773	23464	GCAT
DB03147	Q92947	HGNC:4189	GCDH	CID000643975	CHEMBL1232653|CHEMBL2105627	2639	GCDH
DB00040	P47871	HGNC:4192	GCGR			2642	GCGR
DB00163	P48506	HGNC:4311	GCLC	CID000014985	CHEMBL47	2729	GCLC
DB00151	P48506	HGNC:4311	GCLC	CID000005862	CHEMBL1200630|CHEMBL863	2729	GCLC
DB00151	P48507	HGNC:4312	GCLM	CID000005862	CHEMBL1200630|CHEMBL863	2730	GCLM
DB00145	P23434	HGNC:4208	GCSH	CID000000750	CHEMBL773	2653	GCSH
DB03147	P55789	HGNC:4236	GFER	CID000643975	CHEMBL1232653|CHEMBL2105627	2671	GFER
DB00130	O94808	HGNC:4242	GFPT2	CID000005961	CHEMBL930	9945	GFPT2
DB00036	P38435	HGNC:4247	GGCX			2677	GGCX
DB00055	P38435	HGNC:4247	GGCX			2677	GGCX
DB00100	P38435	HGNC:4247	GGCX			2677	GGCX
DB00170	P38435	HGNC:4247	GGCX	CID000004055	CHEMBL590	2677	GGCX
DB01022	P38435	HGNC:4247	GGCX	CID005280483		2677	GGCX
DB01125	P38435	HGNC:4247	GGCX	CID000002197	CHEMBL712	2677	GGCX
DB00158	Q92820	HGNC:4248	GGH	CID000006037	CHEMBL1622|CHEMBL2107429	8836	GGH
DB00563	Q92820	HGNC:4248	GGH	CID000126941	CHEMBL2096644|CHEMBL34259	8836	GGH
DB00399	O95749	HGNC:4249	GGPS1	CID000068740	CHEMBL2103912|CHEMBL2107249|CHEMBL924	9453	GGPS1
DB00143	P19440	HGNC:4250	GGT1	CID000124886	CHEMBL1543	2678	GGT1
DB00052	P10912	HGNC:4263	GHR			2690	GHR
DB00082	P10912	HGNC:4263	GHR			2690	GHR
DB00010	Q02643	HGNC:4266	GHRHR			2692	GHRHR
DB08869	Q02643	HGNC:4266	GHRHR			2692	GHRHR
DB00115	P27352	HGNC:4268	GIF	CID005460135	CHEMBL1697777	2694	GIF
DB01136	P17302	HGNC:4274	GJA1	CID000002585	CHEMBL1201167|CHEMBL723	2697	GJA1
DB00145	P23378	HGNC:4313	GLDC	CID000000750	CHEMBL773	2731	GLDC
DB00143	Q04760	HGNC:4323	GLO1	CID000124886	CHEMBL1543	2739	GLO1
DB00328	Q04760	HGNC:4323	GLO1	CID000003715	CHEMBL1200864|CHEMBL6	2739	GLO1
DB00040	P43220	HGNC:4324	GLP1R			2740	GLP1R
DB01276	P43220	HGNC:4324	GLP1R			2740	GLP1R
DB06655	P43220	HGNC:4324	GLP1R			2740	GLP1R
DB00040	O95838	HGNC:4325	GLP2R			9340	GLP2R
DB08900	O95838	HGNC:4325	GLP2R			9340	GLP2R
DB00145	P23415	HGNC:4326	GLRA1	CID000000750	CHEMBL773	2741	GLRA1
DB00228	P23415	HGNC:4326	GLRA1	CID000003226	CHEMBL1257	2741	GLRA1
DB00431	P23415	HGNC:4326	GLRA1	CID000000727	CHEMBL15891|CHEMBL389022	2741	GLRA1
DB00753	P23415	HGNC:4326	GLRA1	CID000003763	CHEMBL1256	2741	GLRA1
DB00898	P23415	HGNC:4326	GLRA1	CID000000702	CHEMBL545	2741	GLRA1
DB01028	P23415	HGNC:4326	GLRA1	CID000004116	CHEMBL1341	2741	GLRA1
DB01159	P23415	HGNC:4326	GLRA1	CID000003562	CHEMBL931	2741	GLRA1
DB01189	P23415	HGNC:4326	GLRA1	CID000042113	CHEMBL1200733	2741	GLRA1
DB01236	P23415	HGNC:4326	GLRA1	CID000005206	CHEMBL1200694	2741	GLRA1
DB01381	P23415	HGNC:4326	GLRA1			2741	GLRA1
DB00145	P23416	HGNC:4327	GLRA2	CID000000750	CHEMBL773	2742	GLRA2
DB00431	P23416	HGNC:4327	GLRA2	CID000000727	CHEMBL15891|CHEMBL389022	2742	GLRA2
DB00898	P23416	HGNC:4327	GLRA2	CID000000702	CHEMBL545	2742	GLRA2
DB00145	O75311	HGNC:4328	GLRA3	CID000000750	CHEMBL773	8001	GLRA3
DB00431	O75311	HGNC:4328	GLRA3	CID000000727	CHEMBL15891|CHEMBL389022	8001	GLRA3
DB00602	O75311	HGNC:4328	GLRA3	CID046936176		8001	GLRA3
DB00145	P48167	HGNC:4329	GLRB	CID000000750	CHEMBL773	2743	GLRB
DB00228	P48167	HGNC:4329	GLRB	CID000003226	CHEMBL1257	2743	GLRB
DB00431	P48167	HGNC:4329	GLRB	CID000000727	CHEMBL15891|CHEMBL389022	2743	GLRB
DB00143	P35754	HGNC:4330	GLRX	CID000124886	CHEMBL1543	2745	GLRX
DB00143	Q9NS18	HGNC:16065	GLRX2	CID000124886	CHEMBL1543	51022	GLRX2
DB00130	O94925	HGNC:4331	GLS	CID000005961	CHEMBL930	2744	GLS
DB00130	Q9UI32	HGNC:29570	GLS2	CID000005961	CHEMBL930	27165	GLS2
DB00756	P00367	HGNC:4335	GLUD1	CID000003598	CHEMBL496	2746	GLUD1
DB00082	P15104	HGNC:4341	GLUL			2752	GLUL
DB00134	P15104	HGNC:4341	GLUL	CID000006137	CHEMBL42336	2752	GLUL
DB01119	P15104	HGNC:4341	GLUL	CID000003019	CHEMBL181	2752	GLUL
DB01212	P15104	HGNC:4341	GLUL	CID005479530	CHEMBL1200995|CHEMBL161	2752	GLUL
DB00130	P15104	HGNC:4341	GLUL	CID000005961	CHEMBL930	2752	GLUL
DB00145	Q6IB77	HGNC:13734	GLYAT	CID000000750	CHEMBL773	10249	GLYAT
DB00145	Q969I3	HGNC:30519	GLYATL1	CID000000750	CHEMBL773	92292	GLYATL1
DB00145	Q8WU03	HGNC:24178	GLYATL2	CID000000750	CHEMBL773	219970	GLYATL2
DB00130	P49915	HGNC:4378	GMPS	CID000005961	CHEMBL930	8833	GMPS
DB01159	P59768	HGNC:4404	GNG2	CID000003562	CHEMBL931	54331	GNG2
DB00118	Q14749	HGNC:4415	GNMT	CID000034755	CHEMBL1088977|CHEMBL1235831	27232	GNMT
