DrugbankID	UniprotID	HGNC_ID	HGNC_Name	CID	CHEMBL	Entrez_ID	Entrez_Gene		
DB01023	P10632	HGNC:2622	CYP2C8	CID000003333	CHEMBL1480	1558	CYP2C8
DB01026	P10632	HGNC:2622	CYP2C8	CID000047576	CHEMBL295698	1558	CYP2C8
DB01029	P10632	HGNC:2622	CYP2C8	CID000003749	CHEMBL1513	1558	CYP2C8
DB01032	P10632	HGNC:2622	CYP2C8	CID000004911	CHEMBL897	1558	CYP2C8
DB01037	P10632	HGNC:2622	CYP2C8	CID000026757	CHEMBL1200904|CHEMBL972	1558	CYP2C8
DB01039	P10632	HGNC:2622	CYP2C8	CID000003339	CHEMBL672	1558	CYP2C8
DB01045	P10632	HGNC:2622	CYP2C8	CID005381226	CHEMBL374478	1558	CYP2C8
DB01050	P10632	HGNC:2622	CYP2C8	CID000003672	CHEMBL1241153|CHEMBL427526|CHEMBL521	1558	CYP2C8
DB01062	P10632	HGNC:2622	CYP2C8	CID000004634	CHEMBL1133|CHEMBL1231	1558	CYP2C8
DB01076	P10632	HGNC:2622	CYP2C8	CID000060822	CHEMBL1487|CHEMBL1790017|CHEMBL393220	1558	CYP2C8
DB01095	P10632	HGNC:2622	CYP2C8	CID001548971		1558	CYP2C8
DB01115	P10632	HGNC:2622	CYP2C8	CID000004485	CHEMBL193	1558	CYP2C8
DB01118	P10632	HGNC:2622	CYP2C8	CID000002156	CHEMBL1083993|CHEMBL633	1558	CYP2C8
DB01124	P10632	HGNC:2622	CYP2C8	CID000005505	CHEMBL1200874|CHEMBL782	1558	CYP2C8
DB01132	P10632	HGNC:2622	CYP2C8	CID000004829	CHEMBL1715|CHEMBL595	1558	CYP2C8
DB01138	P10632	HGNC:2622	CYP2C8	CID000005342	CHEMBL832	1558	CYP2C8
DB01156	P10632	HGNC:2622	CYP2C8	CID000000444	CHEMBL1201735|CHEMBL1698|CHEMBL894	1558	CYP2C8
DB01174	P10632	HGNC:2622	CYP2C8	CID000004763	CHEMBL149972|CHEMBL40|CHEMBL545356	1558	CYP2C8
DB01181	P10632	HGNC:2622	CYP2C8	CID000003690	CHEMBL1024	1558	CYP2C8
DB01182	P10632	HGNC:2622	CYP2C8	CID000004932	CHEMBL1201063|CHEMBL631	1558	CYP2C8
DB01183	P10632	HGNC:2622	CYP2C8	CID005284596	CHEMBL1718|CHEMBL80	1558	CYP2C8
DB01184	P10632	HGNC:2622	CYP2C8	CID000003151	CHEMBL219916	1558	CYP2C8
DB01198	P10632	HGNC:2622	CYP2C8	CID000005735	CHEMBL135400	1558	CYP2C8
DB01201	P10632	HGNC:2622	CYP2C8	CID006323497	CHEMBL1660	1558	CYP2C8
DB01218	P10632	HGNC:2622	CYP2C8	CID000037392	CHEMBL1107|CHEMBL1200901	1558	CYP2C8
DB01221	P10632	HGNC:2622	CYP2C8	CID000003821	CHEMBL1714|CHEMBL742	1558	CYP2C8
DB01229	P10632	HGNC:2622	CYP2C8	CID000036314	CHEMBL428647	1558	CYP2C8
DB01232	P10632	HGNC:2622	CYP2C8	CID000060787		1558	CYP2C8
DB01234	P10632	HGNC:2622	CYP2C8	CID000005743	CHEMBL384467	1558	CYP2C8
DB01241	P10632	HGNC:2622	CYP2C8	CID000003463	CHEMBL457	1558	CYP2C8
DB01259	P10632	HGNC:2622	CYP2C8	CID000208908	CHEMBL1076241|CHEMBL1201179|CHEMBL1201183|CHEMBL554	1558	CYP2C8
DB01261	P10632	HGNC:2622	CYP2C8	CID004369359	CHEMBL1201174|CHEMBL1422|CHEMBL393336|CHEMBL539077	1558	CYP2C8
DB01320	P10632	HGNC:2622	CYP2C8	CID000056338	CHEMBL1201336|CHEMBL919	1558	CYP2C8
DB01361	P10632	HGNC:2622	CYP2C8	CID000202225	CHEMBL564085	1558	CYP2C8
DB01393	P10632	HGNC:2622	CYP2C8	CID000039042	CHEMBL264374	1558	CYP2C8
DB01394	P10632	HGNC:2622	CYP2C8	CID000006167	CHEMBL107	1558	CYP2C8
DB01424	P10632	HGNC:2622	CYP2C8	CID000006009	CHEMBL288470	1558	CYP2C8
DB01435	P10632	HGNC:2622	CYP2C8	CID000002206	CHEMBL277474	1558	CYP2C8
DB01583	P10632	HGNC:2622	CYP2C8	CID000071371		1558	CYP2C8
DB04868	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB05812	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB06210	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB06589	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB06605	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB06712	P10632	HGNC:2622	CYP2C8	CID000004494	CHEMBL517427	1558	CYP2C8
DB06729	P10632	HGNC:2622	CYP2C8	CID000005335	CHEMBL1109	1558	CYP2C8
DB06738	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB06770	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB06772	P10632	HGNC:2622	CYP2C8	CID009854073	CHEMBL1201748	1558	CYP2C8
DB08828	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB08860	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB08896	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB08899	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB08901	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB08911	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB08912	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB08918	P10632	HGNC:2622	CYP2C8			1558	CYP2C8
DB00951	P10632	HGNC:2622	CYP2C8	CID000003767	CHEMBL64	1558	CYP2C8
DB00062	P11712	HGNC:2623	CYP2C9			1559	CYP2C9
DB00091	P11712	HGNC:2623	CYP2C9			1559	CYP2C9
DB00169	P11712	HGNC:2623	CYP2C9	CID005283711	CHEMBL1236645	1559	CYP2C9
DB00175	P11712	HGNC:2623	CYP2C9	CID000054687	CHEMBL1144|CHEMBL690	1559	CYP2C9
DB00176	P11712	HGNC:2623	CYP2C9	CID005324345	CHEMBL1409|CHEMBL814	1559	CYP2C9
DB00177	P11712	HGNC:2623	CYP2C9	CID000060846	CHEMBL1069	1559	CYP2C9
DB00184	P11712	HGNC:2623	CYP2C9	CID000000942	CHEMBL440464|CHEMBL446475	1559	CYP2C9
DB00188	P11712	HGNC:2623	CYP2C9	CID000093860		1559	CYP2C9
DB00191	P11712	HGNC:2623	CYP2C9	CID000004771	CHEMBL1200912|CHEMBL1574	1559	CYP2C9
DB00196	P11712	HGNC:2623	CYP2C9	CID000003365	CHEMBL106	1559	CYP2C9
DB00201	P11712	HGNC:2623	CYP2C9	CID000002519	CHEMBL113|CHEMBL1200569	1559	CYP2C9
DB00203	P11712	HGNC:2623	CYP2C9	CID000005212	CHEMBL1737|CHEMBL192	1559	CYP2C9
DB00205	P11712	HGNC:2623	CYP2C9	CID000004993	CHEMBL36	1559	CYP2C9
DB00208	P11712	HGNC:2623	CYP2C9	CID000005472	CHEMBL1717|CHEMBL833	1559	CYP2C9
DB00213	P11712	HGNC:2623	CYP2C9	CID000004679	CHEMBL1200408|CHEMBL1502	1559	CYP2C9
DB00214	P11712	HGNC:2623	CYP2C9	CID000041781	CHEMBL1148	1559	CYP2C9
DB00216	P11712	HGNC:2623	CYP2C9	CID000077993	CHEMBL1201003|CHEMBL1510	1559	CYP2C9
DB00220	P11712	HGNC:2623	CYP2C9	CID000064142	CHEMBL1205|CHEMBL584	1559	CYP2C9
DB00222	P11712	HGNC:2623	CYP2C9	CID000003476	CHEMBL1481	1559	CYP2C9
DB00224	P11712	HGNC:2623	CYP2C9	CID005362440	CHEMBL115|CHEMBL1735	1559	CYP2C9
DB00227	P11712	HGNC:2623	CYP2C9	CID000053232	CHEMBL503	1559	CYP2C9
DB00231	P11712	HGNC:2623	CYP2C9	CID000005391	CHEMBL967	1559	CYP2C9
DB00238	P11712	HGNC:2623	CYP2C9	CID000004463	CHEMBL57	1559	CYP2C9
DB00250	P11712	HGNC:2623	CYP2C9	CID000002955	CHEMBL1043	1559	CYP2C9
DB00252	P11712	HGNC:2623	CYP2C9	CID000001775	CHEMBL16|CHEMBL1611|CHEMBL553532	1559	CYP2C9
DB00255	P11712	HGNC:2623	CYP2C9	CID000448537	CHEMBL411	1559	CYP2C9
DB00257	P11712	HGNC:2623	CYP2C9	CID000002812	CHEMBL104	1559	CYP2C9
DB00259	P11712	HGNC:2623	CYP2C9	CID000005333	CHEMBL21	1559	CYP2C9
DB00263	P11712	HGNC:2623	CYP2C9	CID000005344	CHEMBL453	1559	CYP2C9
DB00266	P11712	HGNC:2623	CYP2C9	CID025201794	CHEMBL1466|CHEMBL43154	1559	CYP2C9
DB00277	P11712	HGNC:2623	CYP2C9	CID000002153	CHEMBL190	1559	CYP2C9
DB00281	P11712	HGNC:2623	CYP2C9	CID000003676	CHEMBL1200409|CHEMBL541521|CHEMBL79	1559	CYP2C9
DB00285	P11712	HGNC:2623	CYP2C9	CID000005656	CHEMBL1201066|CHEMBL637	1559	CYP2C9
DB00307	P11712	HGNC:2623	CYP2C9	CID000082146	CHEMBL1023	1559	CYP2C9
DB00313	P11712	HGNC:2623	CYP2C9	CID000003121	CHEMBL109|CHEMBL2105613|CHEMBL433	1559	CYP2C9
DB00316	P11712	HGNC:2623	CYP2C9	CID000001983	CHEMBL112	1559	CYP2C9
DB00317	P11712	HGNC:2623	CYP2C9	CID000123631	CHEMBL939	1559	CYP2C9
DB00321	P11712	HGNC:2623	CYP2C9	CID000002160	CHEMBL1200964|CHEMBL629	1559	CYP2C9
DB00323	P11712	HGNC:2623	CYP2C9	CID004659569	CHEMBL1324	1559	CYP2C9
DB00327	P11712	HGNC:2623	CYP2C9	CID005284570	CHEMBL1237055|CHEMBL398707	1559	CYP2C9
DB00328	P11712	HGNC:2623	CYP2C9	CID000003715	CHEMBL1200864|CHEMBL6	1559	CYP2C9
DB00333	P11712	HGNC:2623	CYP2C9	CID000004095	CHEMBL1200825|CHEMBL651	1559	CYP2C9
DB00334	P11712	HGNC:2623	CYP2C9	CID000004585	CHEMBL1671891|CHEMBL715	1559	CYP2C9
DB00338	P11712	HGNC:2623	CYP2C9	CID000004594	CHEMBL1503|CHEMBL2105294	1559	CYP2C9
DB00343	P11712	HGNC:2623	CYP2C9	CID000039186	CHEMBL1697|CHEMBL23	1559	CYP2C9
DB00347	P11712	HGNC:2623	CYP2C9	CID000005576	CHEMBL695	1559	CYP2C9
DB00359	P11712	HGNC:2623	CYP2C9	CID000005215	CHEMBL1200351|CHEMBL439	1559	CYP2C9
DB00363	P11712	HGNC:2623	CYP2C9	CID000002818	CHEMBL42|CHEMBL538973	1559	CYP2C9
DB00370	P11712	HGNC:2623	CYP2C9	CID000004205	CHEMBL654	1559	CYP2C9
DB00374	P11712	HGNC:2623	CYP2C9	CID000054786	CHEMBL1200414	1559	CYP2C9
DB00381	P11712	HGNC:2623	CYP2C9	CID000002162	CHEMBL1200984|CHEMBL1491	1559	CYP2C9
DB00396	P11712	HGNC:2623	CYP2C9	CID000005994	CHEMBL103	1559	CYP2C9
DB00398	P11712	HGNC:2623	CYP2C9	CID000216239	CHEMBL1200485|CHEMBL1336	1559	CYP2C9
DB00402	P11712	HGNC:2623	CYP2C9	CID000969472	CHEMBL1522	1559	CYP2C9
DB00404	P11712	HGNC:2623	CYP2C9	CID000002118	CHEMBL661	1559	CYP2C9
DB00412	P11712	HGNC:2623	CYP2C9	CID000077998	CHEMBL121|CHEMBL843	1559	CYP2C9
DB00418	P11712	HGNC:2623	CYP2C9	CID000031143		1559	CYP2C9
DB00420	P11712	HGNC:2623	CYP2C9	CID000004926	CHEMBL1200469|CHEMBL564	1559	CYP2C9
DB00425	P11712	HGNC:2623	CYP2C9	CID000005732	CHEMBL1201079|CHEMBL911	1559	CYP2C9
DB00440	P11712	HGNC:2623	CYP2C9	CID000005578	CHEMBL1200915|CHEMBL1201080|CHEMBL2110367|CHEMBL22	1559	CYP2C9
DB00444	P11712	HGNC:2623	CYP2C9	CID000034698		1559	CYP2C9
DB00446	P11712	HGNC:2623	CYP2C9	CID000000298		1559	CYP2C9
DB00448	P11712	HGNC:2623	CYP2C9	CID000003883	CHEMBL480	1559	CYP2C9
DB00455	P11712	HGNC:2623	CYP2C9	CID000003957	CHEMBL998	1559	CYP2C9
DB00468	P11712	HGNC:2623	CYP2C9	CID000008549	CHEMBL2096627|CHEMBL387326	1559	CYP2C9
DB00469	P11712	HGNC:2623	CYP2C9	CID051508717	CHEMBL302795|CHEMBL487234	1559	CYP2C9
DB00470	P11712	HGNC:2623	CYP2C9	CID000016078	CHEMBL465	1559	CYP2C9
DB00471	P11712	HGNC:2623	CYP2C9	CID005281040	CHEMBL1200681|CHEMBL787	1559	CYP2C9
DB00472	P11712	HGNC:2623	CYP2C9	CID000003386	CHEMBL1201082|CHEMBL41	1559	CYP2C9
DB00482	P11712	HGNC:2623	CYP2C9	CID000002662	CHEMBL118	1559	CYP2C9
DB00495	P11712	HGNC:2623	CYP2C9	CID000035370	CHEMBL129	1559	CYP2C9
DB00501	P11712	HGNC:2623	CYP2C9	CID000002756	CHEMBL1201051|CHEMBL30	1559	CYP2C9
DB00502	P11712	HGNC:2623	CYP2C9	CID000003559	CHEMBL2096643|CHEMBL54|CHEMBL545608	1559	CYP2C9
DB00503	P11712	HGNC:2623	CYP2C9	CID000392622	CHEMBL163	1559	CYP2C9
DB00514	P11712	HGNC:2623	CYP2C9	CID005360696	CHEMBL1201004|CHEMBL1256818|CHEMBL52440	1559	CYP2C9
DB00515	P11712	HGNC:2623	CYP2C9	CID000002767	CHEMBL11359|CHEMBL2068237|CHEMBL2068531|CHEMBL273943|CHEMBL436449	1559	CYP2C9
DB00531	P11712	HGNC:2623	CYP2C9	CID000002907	CHEMBL1200796|CHEMBL32520|CHEMBL88	1559	CYP2C9
DB00540	P11712	HGNC:2623	CYP2C9	CID000004543	CHEMBL1201156|CHEMBL445	1559	CYP2C9
DB00544	P11712	HGNC:2623	CYP2C9	CID000003385	CHEMBL185	1559	CYP2C9
DB00549	P11712	HGNC:2623	CYP2C9	CID000005717	CHEMBL603	1559	CYP2C9
DB00554	P11712	HGNC:2623	CYP2C9	CID023690938	CHEMBL527	1559	CYP2C9
DB00559	P11712	HGNC:2623	CYP2C9	CID000104865	CHEMBL175616|CHEMBL957	1559	CYP2C9
DB00564	P11712	HGNC:2623	CYP2C9	CID000002554	CHEMBL108	1559	CYP2C9
DB00568	P11712	HGNC:2623	CYP2C9	CID001547484	CHEMBL43064	1559	CYP2C9
DB00576	P11712	HGNC:2623	CYP2C9	CID000005328	CHEMBL1191	1559	CYP2C9
DB00582	P11712	HGNC:2623	CYP2C9	CID000071616	CHEMBL638	1559	CYP2C9
DB00586	P11712	HGNC:2623	CYP2C9	CID000003032	CHEMBL1034|CHEMBL1200804|CHEMBL139	1559	CYP2C9
DB00603	P11712	HGNC:2623	CYP2C9	CID000010631		1559	CYP2C9
DB00604	P11712	HGNC:2623	CYP2C9	CID000002769	CHEMBL1200788|CHEMBL1729	1559	CYP2C9
DB00613	P11712	HGNC:2623	CYP2C9	CID000002165	CHEMBL1630|CHEMBL682	1559	CYP2C9
DB00617	P11712	HGNC:2623	CYP2C9	CID000008280	CHEMBL1100	1559	CYP2C9
DB00619	P11712	HGNC:2623	CYP2C9	CID000005291	CHEMBL1642|CHEMBL941	1559	CYP2C9
DB00622	P11712	HGNC:2623	CYP2C9	CID000004473	CHEMBL1200326|CHEMBL1484	1559	CYP2C9
DB00624	P11712	HGNC:2623	CYP2C9	CID000006013	CHEMBL386630	1559	CYP2C9
DB00625	P11712	HGNC:2623	CYP2C9	CID000064139	CHEMBL223228	1559	CYP2C9
DB00641	P11712	HGNC:2623	CYP2C9	CID006419910		1559	CYP2C9
DB00647	P11712	HGNC:2623	CYP2C9	CID000015329	CHEMBL300117	1559	CYP2C9
DB00655	P11712	HGNC:2623	CYP2C9	CID000005870	CHEMBL1405	1559	CYP2C9
DB00661	P11712	HGNC:2623	CYP2C9	CID000002520	CHEMBL1280|CHEMBL6966	1559	CYP2C9
DB00665	P11712	HGNC:2623	CYP2C9	CID000004493	CHEMBL1274	1559	CYP2C9
DB00667	P11712	HGNC:2623	CYP2C9	CID000000774	CHEMBL1200801|CHEMBL535166|CHEMBL544208|CHEMBL90	1559	CYP2C9
DB00668	P11712	HGNC:2623	CYP2C9	CID000005815	CHEMBL1200818|CHEMBL1256958|CHEMBL679	1559	CYP2C9
DB00672	P11712	HGNC:2623	CYP2C9	CID000002727	CHEMBL498	1559	CYP2C9
DB00673	P11712	HGNC:2623	CYP2C9	CID000151165		1559	CYP2C9
DB00675	P11712	HGNC:2623	CYP2C9	CID002733525	CHEMBL786|CHEMBL83	1559	CYP2C9
DB00678	P11712	HGNC:2623	CYP2C9	CID000003961	CHEMBL191|CHEMBL277496|CHEMBL367465|CHEMBL995	1559	CYP2C9
DB00679	P11712	HGNC:2623	CYP2C9	CID000005452	CHEMBL1200916|CHEMBL479	1559	CYP2C9
DB00682	P11712	HGNC:2623	CYP2C9	CID005001396	CHEMBL1200772|CHEMBL1200879|CHEMBL1464	1559	CYP2C9
DB00701	P11712	HGNC:2623	CYP2C9	CID000065016	CHEMBL116	1559	CYP2C9
DB00703	P11712	HGNC:2623	CYP2C9	CID000004100	CHEMBL19	1559	CYP2C9
DB00705	P11712	HGNC:2623	CYP2C9	CID000005625	CHEMBL593|CHEMBL929	1559	CYP2C9
DB00712	P11712	HGNC:2623	CYP2C9	CID000003394	CHEMBL1200990|CHEMBL563	1559	CYP2C9
DB00715	P11712	HGNC:2623	CYP2C9	CID000043815	CHEMBL1200609|CHEMBL1256912|CHEMBL1708|CHEMBL490	1559	CYP2C9
DB00726	P11712	HGNC:2623	CYP2C9	CID000005584	CHEMBL1200948|CHEMBL644	1559	CYP2C9
DB00731	P11712	HGNC:2623	CYP2C9	CID000443871		1559	CYP2C9
DB00744	P11712	HGNC:2623	CYP2C9	CID000060490	CHEMBL93	1559	CYP2C9
DB00745	P11712	HGNC:2623	CYP2C9	CID000004236	CHEMBL1373	1559	CYP2C9
DB00748	P11712	HGNC:2623	CYP2C9	CID000002564	CHEMBL1200974|CHEMBL864	1559	CYP2C9
DB00749	P11712	HGNC:2623	CYP2C9	CID000003308	CHEMBL622	1559	CYP2C9
DB00752	P11712	HGNC:2623	CYP2C9	CID000441233		1559	CYP2C9
DB00755	P11712	HGNC:2623	CYP2C9	CID000444795	CHEMBL38	1559	CYP2C9
DB00757	P11712	HGNC:2623	CYP2C9	CID000060653		1559	CYP2C9
DB00758	P11712	HGNC:2623	CYP2C9	CID000060606	CHEMBL1083385|CHEMBL1771	1559	CYP2C9
DB00763	P11712	HGNC:2623	CYP2C9	CID001349907	CHEMBL1515	1559	CYP2C9
DB00783	P11712	HGNC:2623	CYP2C9	CID000005757	CHEMBL1201021	1559	CYP2C9
DB00784	P11712	HGNC:2623	CYP2C9	CID000004044	CHEMBL686	1559	CYP2C9
DB00788	P11712	HGNC:2623	CYP2C9	CID000001301	CHEMBL12952	1559	CYP2C9
DB00794	P11712	HGNC:2623	CYP2C9	CID000004909	CHEMBL856	1559	CYP2C9
DB00796	P11712	HGNC:2623	CYP2C9	CID000002541	CHEMBL1016	1559	CYP2C9
DB00812	P11712	HGNC:2623	CYP2C9	CID000004781	CHEMBL101	1559	CYP2C9
DB00814	P11712	HGNC:2623	CYP2C9	CID000004051	CHEMBL1256873|CHEMBL599	1559	CYP2C9
DB00818	P11712	HGNC:2623	CYP2C9	CID000004943	CHEMBL526	1559	CYP2C9
DB00822	P11712	HGNC:2623	CYP2C9	CID000003117	CHEMBL964	1559	CYP2C9
DB00829	P11712	HGNC:2623	CYP2C9	CID000003016	CHEMBL12|CHEMBL543191	1559	CYP2C9
DB00835	P11712	HGNC:2623	CYP2C9	CID000006834	CHEMBL1200961|CHEMBL811	1559	CYP2C9
DB00843	P11712	HGNC:2623	CYP2C9	CID000003152	CHEMBL1678|CHEMBL502	1559	CYP2C9
DB00850	P11712	HGNC:2623	CYP2C9	CID000004748	CHEMBL567	1559	CYP2C9
DB00857	P11712	HGNC:2623	CYP2C9	CID001549007	CHEMBL1200832|CHEMBL822	1559	CYP2C9
DB00869	P11712	HGNC:2623	CYP2C9	CID000003154		1559	CYP2C9
DB00870	P11712	HGNC:2623	CYP2C9	CID000005359	CHEMBL956	1559	CYP2C9
DB00876	P11712	HGNC:2623	CYP2C9	CID006398765		1559	CYP2C9
DB00891	P11712	HGNC:2623	CYP2C9	CID000005336	CHEMBL2105500|CHEMBL700	1559	CYP2C9
DB00897	P11712	HGNC:2623	CYP2C9	CID000005556	CHEMBL646	1559	CYP2C9
DB00898	P11712	HGNC:2623	CYP2C9	CID000000702	CHEMBL545	1559	CYP2C9
DB00904	P11712	HGNC:2623	CYP2C9	CID000004595	CHEMBL1201111|CHEMBL46	1559	CYP2C9
DB00907	P11712	HGNC:2623	CYP2C9	CID000005760		1559	CYP2C9
DB00908	P11712	HGNC:2623	CYP2C9	CID000441074	CHEMBL1294|CHEMBL2165709	1559	CYP2C9
DB00916	P11712	HGNC:2623	CYP2C9	CID000004173	CHEMBL1200869|CHEMBL137	1559	CYP2C9
DB00921	P11712	HGNC:2623	CYP2C9			1559	CYP2C9
DB00936	P11712	HGNC:2623	CYP2C9	CID000000338	CHEMBL2105994|CHEMBL424|CHEMBL447868	1559	CYP2C9
DB00943	P11712	HGNC:2623	CYP2C9	CID000024066	CHEMBL853	1559	CYP2C9
DB00945	P11712	HGNC:2623	CYP2C9	CID000002244	CHEMBL25|CHEMBL447221	1559	CYP2C9
DB00946	P11712	HGNC:2623	CYP2C9	CID054680692	CHEMBL1465|CHEMBL16694	1559	CYP2C9
DB00951	P11712	HGNC:2623	CYP2C9	CID000003767	CHEMBL64	1559	CYP2C9
DB00967	P11712	HGNC:2623	CYP2C9	CID000124087	CHEMBL1172	1559	CYP2C9
DB00969	P11712	HGNC:2623	CYP2C9	CID000002099	CHEMBL1110|CHEMBL1200885	1559	CYP2C9
DB00972	P11712	HGNC:2623	CYP2C9	CID000002267	CHEMBL1200809|CHEMBL639	1559	CYP2C9
DB00983	P11712	HGNC:2623	CYP2C9	CID000003410	CHEMBL1256786|CHEMBL2133469	1559	CYP2C9
DB00988	P11712	HGNC:2623	CYP2C9	CID000000681	CHEMBL1557|CHEMBL59	1559	CYP2C9
DB00991	P11712	HGNC:2623	CYP2C9	CID000004614	CHEMBL1071|CHEMBL1200463	1559	CYP2C9
DB01007	P11712	HGNC:2623	CYP2C9	CID000005482	CHEMBL1200438	1559	CYP2C9
DB01009	P11712	HGNC:2623	CYP2C9	CID000003825	CHEMBL341922|CHEMBL571	1559	CYP2C9
DB01015	P11712	HGNC:2623	CYP2C9	CID000005329	CHEMBL443	1559	CYP2C9
DB01016	P11712	HGNC:2623	CYP2C9	CID000003488	CHEMBL472	1559	CYP2C9
DB01018	P11712	HGNC:2623	CYP2C9	CID000003519	CHEMBL1200494|CHEMBL862	1559	CYP2C9
DB01023	P11712	HGNC:2623	CYP2C9	CID000003333	CHEMBL1480	1559	CYP2C9
DB01026	P11712	HGNC:2623	CYP2C9	CID000047576	CHEMBL295698	1559	CYP2C9
DB01028	P11712	HGNC:2623	CYP2C9	CID000004116	CHEMBL1341	1559	CYP2C9
DB01029	P11712	HGNC:2623	CYP2C9	CID000003749	CHEMBL1513	1559	CYP2C9
DB01032	P11712	HGNC:2623	CYP2C9	CID000004911	CHEMBL897	1559	CYP2C9
DB01036	P11712	HGNC:2623	CYP2C9	CID000060774		1559	CYP2C9
DB01037	P11712	HGNC:2623	CYP2C9	CID000026757	CHEMBL1200904|CHEMBL972	1559	CYP2C9
DB01039	P11712	HGNC:2623	CYP2C9	CID000003339	CHEMBL672	1559	CYP2C9
DB01041	P11712	HGNC:2623	CYP2C9	CID000005426	CHEMBL468	1559	CYP2C9
DB01045	P11712	HGNC:2623	CYP2C9	CID005381226	CHEMBL374478	1559	CYP2C9
DB01050	P11712	HGNC:2623	CYP2C9	CID000003672	CHEMBL1241153|CHEMBL427526|CHEMBL521	1559	CYP2C9
DB01065	P11712	HGNC:2623	CYP2C9	CID000000896	CHEMBL45	1559	CYP2C9
DB01067	P11712	HGNC:2623	CYP2C9	CID000003478	CHEMBL1073	1559	CYP2C9
DB01069	P11712	HGNC:2623	CYP2C9	CID000004927	CHEMBL1200750|CHEMBL643	1559	CYP2C9
DB01072	P11712	HGNC:2623	CYP2C9	CID000148192	CHEMBL1163|CHEMBL1200678	1559	CYP2C9
DB01075	P11712	HGNC:2623	CYP2C9	CID000003100	CHEMBL1201089|CHEMBL1620|CHEMBL657	1559	CYP2C9
DB01076	P11712	HGNC:2623	CYP2C9	CID000060822	CHEMBL1487|CHEMBL1790017|CHEMBL393220	1559	CYP2C9
DB01095	P11712	HGNC:2623	CYP2C9	CID001548971		1559	CYP2C9
DB01097	P11712	HGNC:2623	CYP2C9	CID000003899	CHEMBL960	1559	CYP2C9
DB01098	P11712	HGNC:2623	CYP2C9	CID006436658		1559	CYP2C9
DB01101	P11712	HGNC:2623	CYP2C9	CID000060953	CHEMBL1773	1559	CYP2C9
DB01104	P11712	HGNC:2623	CYP2C9	CID000063009	CHEMBL1709|CHEMBL809	1559	CYP2C9
DB01110	P11712	HGNC:2623	CYP2C9	CID000004189	CHEMBL1559|CHEMBL91	1559	CYP2C9
DB01115	P11712	HGNC:2623	CYP2C9	CID000004485	CHEMBL193	1559	CYP2C9
DB01117	P11712	HGNC:2623	CYP2C9	CID000074989	CHEMBL1450|CHEMBL471792|CHEMBL519462	1559	CYP2C9
DB01118	P11712	HGNC:2623	CYP2C9	CID000002156	CHEMBL1083993|CHEMBL633	1559	CYP2C9
DB01120	P11712	HGNC:2623	CYP2C9	CID000003475	CHEMBL427216	1559	CYP2C9
DB01124	P11712	HGNC:2623	CYP2C9	CID000005505	CHEMBL1200874|CHEMBL782	1559	CYP2C9
DB01128	P11712	HGNC:2623	CYP2C9	CID000002375	CHEMBL409	1559	CYP2C9
DB01129	P11712	HGNC:2623	CYP2C9	CID000005029	CHEMBL1200930|CHEMBL1219	1559	CYP2C9
DB01131	P11712	HGNC:2623	CYP2C9	CID000004923		1559	CYP2C9
DB01132	P11712	HGNC:2623	CYP2C9	CID000004829	CHEMBL1715|CHEMBL595	1559	CYP2C9
DB01136	P11712	HGNC:2623	CYP2C9	CID000002585	CHEMBL1201167|CHEMBL723	1559	CYP2C9
DB01138	P11712	HGNC:2623	CYP2C9	CID000005342	CHEMBL832	1559	CYP2C9
DB01142	P11712	HGNC:2623	CYP2C9	CID000667477		1559	CYP2C9
DB01144	P11712	HGNC:2623	CYP2C9	CID000003038	CHEMBL17	1559	CYP2C9
DB01154	P11712	HGNC:2623	CYP2C9	CID003032285	CHEMBL1201065|CHEMBL440	1559	CYP2C9
DB01156	P11712	HGNC:2623	CYP2C9	CID000000444	CHEMBL1201735|CHEMBL1698|CHEMBL894	1559	CYP2C9
DB01159	P11712	HGNC:2623	CYP2C9	CID000003562	CHEMBL931	1559	CYP2C9
DB01171	P11712	HGNC:2623	CYP2C9	CID000004235	CHEMBL86304	1559	CYP2C9
DB01174	P11712	HGNC:2623	CYP2C9	CID000004763	CHEMBL149972|CHEMBL40|CHEMBL545356	1559	CYP2C9
DB01176	P11712	HGNC:2623	CYP2C9	CID000006726	CHEMBL1200497|CHEMBL1324714|CHEMBL648	1559	CYP2C9
DB01177	P11712	HGNC:2623	CYP2C9	CID000042890	CHEMBL1117|CHEMBL1200976	1559	CYP2C9
DB01181	P11712	HGNC:2623	CYP2C9	CID000003690	CHEMBL1024	1559	CYP2C9
